fecha,hora,maceta,humedad_raw_1,humedad_raw_2,humedad_pct_1,humedad_pct_2,humedad_pct_promedio,lux,lux_foco,temperatura_c,humedad_ambiente_pct,luz_encendida,ventilador_encendido,riego_pendiente,alertas
2026-04-05,09:59:01,maceta1,128,128,21,21,21,0.0,,21.1,70.7,0,0,1,
2026-04-05,10:59:11,maceta1,30,29,85,86,85,0.8333333333333334,,21.0,68.0,1,0,0,
2026-04-05,11:59:15,maceta1,28,27,86,87,86,2.5,2707.5,20.6,65.2,1,0,0,
2026-04-05,12:59:20,maceta1,27,26,87,88,87,0.8333333333333334,2744.166666666667,21.5,68.7,1,0,0,
2026-04-05,13:59:26,maceta1,28,27,86,87,86,0.4166666666666667,1565.8333333333335,21.7,68.5,1,0,0,
2026-04-05,14:59:32,maceta1,29,28,86,86,86,0.0,841.6666666666667,21.7,66.1,1,0,0,
2026-04-05,15:59:38,maceta1,29,28,86,86,86,0.0,366.6666666666667,21.7,67.6,1,0,0,
2026-04-05,16:59:43,maceta1,29,29,86,86,86,1.6666666666666667,359.1666666666667,21.5,67.8,1,0,0,
2026-04-05,17:59:49,maceta1,30,29,85,86,85,0.0,247.5,21.7,68.3,1,0,0,
2026-04-05,18:59:55,maceta1,30,30,85,85,85,0.0,263.75,21.7,70.5,1,0,0,
2026-04-05,20:00:00,maceta1,30,30,85,85,85,0.0,279.58333333333337,21.3,72.5,1,0,0,
2026-04-05,21:00:06,maceta1,31,30,84,85,84,2.0833333333333335,302.9166666666667,21.3,72.4,1,0,0,
2026-04-05,22:00:12,maceta1,31,31,84,84,84,1.6666666666666667,303.75,21.4,70.6,0,0,0,
2026-04-05,23:00:18,maceta1,35,34,82,82,82,0.0,,21.3,62.3,0,0,0,
2026-04-06,00:00:22,maceta1,128,128,21,21,21,0.0,,21.2,70.5,0,0,1,
2026-04-06,01:00:32,maceta1,35,34,82,82,82,0.0,,21.7,73.4,0,0,0,
2026-04-06,02:00:35,maceta1,36,35,81,82,81,0.0,,21.8,74.8,0,0,0,
2026-04-06,03:00:39,maceta1,128,128,21,21,21,0.0,,21.9,74.4,0,0,1,
2026-04-06,04:00:49,maceta1,36,35,81,82,81,0.0,,21.9,70.8,0,0,0,
2026-04-06,05:00:53,maceta1,36,35,81,82,81,0.0,,21.8,67.4,0,0,0,
2026-04-06,06:00:56,maceta1,128,128,21,21,21,0.0,,,,0,0,1,Lectura invalida de DHT
2026-04-06,07:01:06,maceta1,35,35,82,82,82,0.0,,21.8,72.1,0,0,0,
2026-04-06,08:01:10,maceta1,37,36,80,81,80,1.25,,21.8,73.0,0,0,0,
2026-04-09,14:41:19,maceta1,,,,,,147.5,,21.0,55.4,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-09,14:42:20,maceta1,,,,,,125.83333333333334,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Lectura invalida de DHT | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-09,14:43:19,maceta1,,,,,,141.66666666666669,,20.9,55.5,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-09,14:43:51,maceta1,,,,,,303.75,,21.0,55.6,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-09,14:44:13,maceta1,,,,,,346.6666666666667,,21.0,59.2,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-09,14:44:21,maceta1,,,,,,340.0,21658.75,21.2,59.6,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-09,14:44:31,maceta1,,,,,,351.6666666666667,21812.083333333336,21.4,58.7,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-10,14:35:35,maceta1,118,99,27,40,33,0.8333333333333334,,22.1,69.1,1,0,1,
2026-04-10,14:36:34,maceta1,84,72,50,57,53,1.25,,21.9,73.9,1,0,1,
2026-04-10,14:37:14,maceta1,82,128,51,21,36,0.0,4.583333333333334,22.0,65.7,1,0,1,Discrepancia alta entre sensores de humedad: 51% vs 21%
2026-04-10,14:37:56,maceta1,191,76,0,55,27,3.3333333333333335,3.3333333333333335,22.2,67.3,1,0,1,Discrepancia alta entre sensores de humedad: 0% vs 55%
2026-04-10,14:38:37,maceta1,128,128,21,21,21,6.666666666666667,0.0,22.3,60.5,1,0,1,
2026-04-10,14:39:19,maceta1,92,87,44,48,46,1.25,1.25,22.4,62.2,1,0,1,
2026-04-10,14:40:01,maceta1,128,128,21,21,21,27.5,3.3333333333333335,22.6,62.4,1,0,1,
2026-04-10,14:40:43,maceta1,128,128,21,21,21,28.75,3840.416666666667,,,1,0,1,Lectura invalida de DHT
2026-04-10,14:41:24,maceta1,99,89,40,46,43,0.0,4693.75,22.9,62.6,1,0,1,
2026-04-10,14:42:06,maceta1,128,128,21,21,21,0.0,13.333333333333334,23.0,64.2,1,0,1,
2026-04-11,13:11:43,maceta1,69,75,59,55,57,10.416666666666668,,21.5,70.2,1,0,1,
2026-04-11,13:11:43,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | No hay lectura valida de lux, se mantiene el ultimo estado de luz | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,13:12:46,maceta1,71,76,58,55,56,16.666666666666668,,21.4,73.1,1,0,1,
2026-04-11,13:12:46,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,13:13:26,maceta1,73,78,57,53,55,1.6666666666666667,4.166666666666667,,,1,0,1,Lectura invalida de DHT
2026-04-11,13:13:26,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,13:14:08,maceta1,106,128,35,21,28,1.6666666666666667,0.0,21.7,68.9,1,0,1,
2026-04-11,13:14:08,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,13:34:09,maceta1,31,36,84,81,82,20.0,,21.9,65.6,1,0,0,
2026-04-11,13:34:09,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,14:34:12,maceta1,128,128,21,21,21,8.75,0.4166666666666667,22.1,58.2,1,0,1,
2026-04-11,14:34:12,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,15:34:24,maceta1,33,128,83,21,52,3.3333333333333335,0.0,25.0,53.1,1,0,1,Discrepancia alta entre sensores de humedad: 83% vs 21%
2026-04-11,15:34:24,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,16:34:36,maceta1,128,93,21,44,32,0.0,0.0,25.4,53.8,1,0,1,Discrepancia alta entre sensores de humedad: 21% vs 44%
2026-04-11,16:34:36,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,17:34:48,maceta1,128,128,21,21,21,2.0833333333333335,0.0,,,1,0,1,Lectura invalida de DHT
2026-04-11,17:34:48,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,18:34:59,maceta1,34,40,82,78,80,0.0,0.0,25.6,54.7,1,0,0,
2026-04-11,18:34:59,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,19:35:05,maceta1,109,,33,,33,0.0,0.4166666666666667,25.6,55.0,1,0,1,"Fallo sensor de humedad 2, se usa sensor 1"
2026-04-11,19:35:05,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,20:35:16,maceta1,128,128,21,21,21,0.0,0.4166666666666667,25.6,58.7,1,0,1,
2026-04-11,20:35:16,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,21:35:28,maceta1,72,41,57,78,67,0.0,2.0833333333333335,25.6,58.8,1,0,1,Discrepancia alta entre sensores de humedad: 57% vs 78%
2026-04-11,21:35:28,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,22:35:40,maceta1,128,128,21,21,21,0.0,2.0833333333333335,,,0,0,1,Lectura invalida de DHT
2026-04-11,22:35:40,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-11,23:35:52,maceta1,35,42,82,77,79,0.0,,25.6,60.8,0,0,0,
2026-04-11,23:35:52,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,00:35:55,maceta1,128,128,21,21,21,0.0,,21.8,77.0,0,0,1,
2026-04-12,00:35:55,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,01:36:05,maceta1,36,42,81,77,79,0.0,,21.3,79.4,0,0,0,
2026-04-12,01:36:05,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,02:36:09,maceta1,36,42,81,77,79,0.0,,21.1,74.4,0,0,0,
2026-04-12,02:36:09,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,03:36:12,maceta1,110,128,32,21,26,0.0,,20.8,75.7,0,0,1,
2026-04-12,03:36:12,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,04:36:22,maceta1,36,43,81,76,78,0.0,,20.5,77.1,0,0,0,
2026-04-12,04:36:22,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,05:36:26,maceta1,128,43,21,76,48,0.0,,20.1,75.4,0,0,1,Discrepancia alta entre sensores de humedad: 21% vs 76%
2026-04-12,05:36:26,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,06:36:35,maceta1,36,43,81,76,78,0.0,,19.7,73.4,0,0,0,
2026-04-12,06:36:35,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,07:36:39,maceta1,36,43,81,76,78,0.0,,19.7,78.5,0,0,0,
2026-04-12,07:36:39,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,08:36:43,maceta1,128,77,21,54,37,0.0,,19.6,78.9,0,0,1,Discrepancia alta entre sensores de humedad: 21% vs 54%
2026-04-12,08:36:43,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,09:36:52,maceta1,37,43,80,76,78,0.4166666666666667,,19.6,80.6,0,0,0,
2026-04-12,09:36:52,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,10:36:56,maceta1,37,43,80,76,78,2.0833333333333335,,19.6,81.0,1,0,0,
2026-04-12,10:36:56,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,11:37:00,maceta1,128,128,21,21,21,1.6666666666666667,1.6666666666666667,19.8,81.1,1,0,1,
2026-04-12,11:37:00,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,12:37:11,maceta1,128,128,21,21,21,5.833333333333334,0.0,24.2,68.5,1,0,1,
2026-04-12,12:37:11,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,13:37:23,maceta1,128,60,21,65,43,0.4166666666666667,6.666666666666667,25.3,59.6,1,0,1,Discrepancia alta entre sensores de humedad: 21% vs 65%
2026-04-12,13:37:23,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,14:37:35,maceta1,128,128,21,21,21,5.0,3.75,26.0,56.0,1,0,1,
2026-04-12,14:37:35,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,15:37:46,maceta1,73,42,57,77,67,1.6666666666666667,0.0,26.5,58.8,1,0,1,Discrepancia alta entre sensores de humedad: 57% vs 77%
2026-04-12,15:37:46,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,16:37:58,maceta1,128,110,21,32,26,0.0,3.75,,,1,0,1,Lectura invalida de DHT
2026-04-12,16:37:58,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,17:38:10,maceta1,35,42,82,77,79,0.4166666666666667,0.0,26.7,47.6,1,0,0,
2026-04-12,17:38:10,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,18:38:16,maceta1,35,42,82,77,79,0.4166666666666667,0.4166666666666667,26.6,52.7,1,0,0,
2026-04-12,18:38:16,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,19:38:21,maceta1,35,42,82,77,79,0.0,0.0,26.7,48.2,1,0,0,
2026-04-12,19:38:21,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,20:38:27,maceta1,35,42,82,77,79,0.0,0.0,26.3,53.0,1,0,0,
2026-04-12,20:38:27,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,21:38:33,maceta1,34,42,82,77,79,0.0,2.0833333333333335,26.4,55.5,1,0,0,
2026-04-12,21:38:33,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,22:38:38,maceta1,35,42,82,77,79,0.0,2.0833333333333335,26.2,55.3,0,0,0,
2026-04-12,22:38:38,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-12,23:38:44,maceta1,36,85,81,49,65,0.0,,26.4,58.1,0,0,1,Discrepancia alta entre sensores de humedad: 81% vs 49%
2026-04-12,23:38:44,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,00:38:54,maceta1,36,43,81,76,78,0.0,,22.4,70.2,0,0,0,
2026-04-13,00:38:54,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,01:38:58,maceta1,36,43,81,76,78,0.0,,22.0,76.3,0,0,0,
2026-04-13,01:38:58,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,02:39:01,maceta1,128,43,21,76,48,0.0,,21.8,76.2,0,0,1,Discrepancia alta entre sensores de humedad: 21% vs 76%
2026-04-13,02:39:01,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,03:39:11,maceta1,36,43,81,76,78,0.0,,21.6,75.7,0,0,0,
2026-04-13,03:39:11,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,04:39:15,maceta1,36,43,81,76,78,0.0,,21.3,74.9,0,0,0,
2026-04-13,04:39:15,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,05:39:18,maceta1,128,94,21,43,32,0.0,,21.1,75.6,0,0,1,Discrepancia alta entre sensores de humedad: 21% vs 43%
2026-04-13,05:39:18,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,06:39:28,maceta1,36,43,81,76,78,0.0,,21.0,77.0,0,0,0,
2026-04-13,06:39:28,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,07:39:31,maceta1,36,44,81,76,78,0.0,,20.8,77.3,0,0,0,
2026-04-13,07:39:31,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,08:39:36,maceta1,73,44,57,76,66,0.0,,20.7,78.6,0,0,1,Discrepancia alta entre sensores de humedad: 57% vs 76%
2026-04-13,08:39:36,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,09:39:46,maceta1,36,44,81,76,78,0.0,,20.9,79.1,0,0,0,
2026-04-13,09:39:46,maceta2,,,,,,,,,,0,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,10:39:49,maceta1,36,43,81,76,78,1.6666666666666667,,21.1,82.0,1,0,0,
2026-04-13,10:39:49,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,11:39:53,maceta1,128,60,21,65,43,3.75,0.0,21.4,91.3,1,0,1,Discrepancia alta entre sensores de humedad: 21% vs 65%
2026-04-13,11:39:53,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,12:40:05,maceta1,128,128,21,21,21,0.0,0.0,25.8,60.4,1,0,1,
2026-04-13,12:40:05,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,13:40:16,maceta1,35,43,82,76,79,0.0,1.25,26.2,55.4,1,0,0,
2026-04-13,13:40:16,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,14:40:22,maceta1,72,43,57,76,66,2.5,0.0,26.6,53.6,1,0,1,Discrepancia alta entre sensores de humedad: 57% vs 76%
2026-04-13,14:40:22,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,15:34:29,maceta1,36,44,81,76,78,13.333333333333334,,26.4,52.3,1,0,0,
2026-04-13,15:34:29,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,16:34:45,maceta1,251,201,0,0,0,190.83333333333334,,,,1,0,1,Lectura invalida de DHT
2026-04-13,16:34:45,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
2026-04-13,16:41:26,maceta1,251,250,0,0,0,191.66666666666669,,22.5,79.4,1,0,1,
2026-04-13,16:41:26,maceta2,,,,,,,,,,1,0,0,"Fallo en ambos sensores de humedad de suelo | Sin humedad de suelo valida, no se habilita riego automatico"
