fecha,hora,maceta,humedad_raw_1,humedad_raw_2,humedad_pct_1,humedad_pct_2,humedad_pct_promedio,lux,lux_foco,temperatura_c,humedad_ambiente_pct,luz_encendida,ventilador_encendido,riego_pendiente,alertas
2026-04-03,11:16:37,maceta1,31.0,31.0,79.4,79.3,79.3,5909.2,21029.7,25.4,84.4,1,0,0,
2026-04-03,12:16:41,maceta1,31.0,31.0,79.3,79.1,79.2,5840.7,19034.7,25.7,84.5,1,0,0,
2026-04-03,13:16:50,maceta1,31.0,32.0,79.3,78.8,79.0,6406.3,20623.4,25.9,79.9,1,0,0,
2026-04-03,14:16:54,maceta1,31.0,32.0,79.1,78.7,78.9,6220.8,20672.2,26.0,80.9,1,0,0,
2026-04-03,15:16:58,maceta1,32.0,32.0,78.9,78.5,78.7,6295.7,20996.6,25.9,82.1,1,0,0,
2026-04-03,16:17:08,maceta1,32.0,32.0,78.7,78.4,78.5,5814.4,21331.9,25.4,76.2,1,0,0,
2026-04-03,17:17:11,maceta1,32.0,33.0,78.5,78.2,78.4,6478.9,19050.3,24.1,76.4,1,0,0,
2026-04-03,18:17:15,maceta1,32.0,33.0,78.4,78.1,78.2,21.1,11.4,23.3,68.6,0,0,0,
2026-04-03,19:17:25,maceta1,33.0,33.0,78.3,77.9,78.1,15.4,10.7,25.4,84.7,0,0,0,
2026-04-03,20:17:30,maceta1,33.0,33.0,78.1,77.8,78.0,26.2,11.2,27.0,90.5,0,0,0,
2026-04-03,21:17:36,maceta1,33.0,34.0,78.0,77.6,77.8,8.7,9.5,27.2,84.0,0,0,0,
2026-04-03,22:17:42,maceta1,33.0,34.0,77.8,77.6,77.7,2.6,18.6,26.9,83.9,0,0,0,
2026-04-03,23:17:49,maceta1,34.0,34.0,77.6,77.5,77.5,28.1,4.9,27.0,85.9,0,0,0,
2026-04-04,00:17:54,maceta1,34.0,34.0,77.5,77.3,77.4,11.3,25.4,26.9,86.6,0,0,0,
2026-04-04,01:18:00,maceta1,34.0,34.0,77.3,77.2,77.2,17.3,24.4,,,0,0,0,Lectura invalida de DHT
2026-04-04,02:18:06,maceta1,34.0,35.0,77.1,76.9,77.0,23.8,14.3,26.4,88.5,0,0,0,
2026-04-04,03:18:12,maceta1,34.0,35.0,77.0,76.7,76.9,9.7,25.6,,,0,0,0,Lectura invalida de DHT
2026-04-04,04:18:17,maceta1,35.0,35.0,76.8,76.5,76.7,21.5,7.4,25.7,93.5,0,0,0,
2026-04-04,05:18:23,maceta1,35.0,35.0,76.7,76.4,76.6,4.1,0.5,,,0,0,0,Lectura invalida de DHT
2026-04-04,06:18:29,maceta1,35.0,36.0,76.5,76.3,76.4,6382.7,19384.5,,,1,0,0,Lectura invalida de DHT
2026-04-04,07:18:34,maceta1,35.0,36.0,76.4,76.1,76.3,5948.6,21215.4,25.4,98.6,1,0,0,
2026-04-04,08:18:38,maceta1,35.0,36.0,76.3,75.9,76.1,5927.3,20146.3,24.9,91.8,1,0,0,
2026-04-04,09:18:42,maceta1,36.0,36.0,76.2,75.7,75.9,5928.4,20411.5,24.5,90.5,1,0,0,
2026-04-04,10:18:52,maceta1,36.0,37.0,76.0,75.6,75.8,6013.0,20657.6,,,1,0,0,Lectura invalida de DHT
2026-04-04,11:18:55,maceta1,36.0,37.0,75.8,75.4,75.6,6167.3,20697.7,,,1,0,0,Lectura invalida de DHT
2026-04-04,12:18:59,maceta1,36.0,37.0,75.7,75.2,75.4,6102.4,21329.4,,,1,0,0,Lectura invalida de DHT
2026-04-04,13:19:09,maceta1,37.0,37.0,75.5,75.1,75.3,6003.9,21492.4,22.7,77.4,1,0,0,
2026-04-04,14:19:12,maceta1,37.0,37.0,75.3,75.0,75.2,6228.3,20800.4,22.5,81.1,1,0,0,
2026-04-04,15:19:16,maceta1,37.0,38.0,75.2,74.8,75.0,5897.6,19718.1,,,1,0,0,Lectura invalida de DHT
2026-04-04,16:19:26,maceta1,38.0,38.0,75.0,74.7,74.8,6004.5,21199.4,22.0,73.0,1,0,0,
2026-04-04,16:57:28,maceta1,38.0,38.0,74.9,74.6,74.7,6056.5,19123.1,21.9,71.4,1,0,0,
2026-04-04,17:57:32,maceta1,38.0,38.0,74.7,74.4,74.6,6119.2,19577.7,21.5,65.6,1,0,0,
2026-04-04,18:57:38,maceta1,38.0,39.0,74.6,74.3,74.5,8.7,18.6,22.6,73.7,0,0,0,
2026-04-04,19:57:44,maceta1,38.0,39.0,74.4,74.2,74.3,4.3,13.7,22.2,74.7,0,0,0,
2026-04-04,20:57:49,maceta1,39.0,39.0,74.3,73.9,74.1,24.3,17.0,21.7,73.0,0,0,0,
2026-04-04,21:57:55,maceta1,39.0,39.0,74.1,73.7,73.9,6.7,27.0,,,0,0,0,Lectura invalida de DHT
2026-04-04,22:58:01,maceta1,39.0,40.0,74.1,73.6,73.8,21.5,29.1,22.0,60.7,0,0,0,
2026-04-04,23:58:07,maceta1,39.0,40.0,73.9,73.5,73.7,28.3,19.0,22.4,77.3,0,0,0,
2026-04-05,00:58:10,maceta1,39.0,40.0,73.7,73.3,73.5,15.8,22.9,21.5,65.6,0,0,0,
2026-04-05,01:58:19,maceta1,40.0,40.0,73.7,73.1,73.4,16.2,2.5,,,0,0,0,Lectura invalida de DHT
2026-04-05,02:58:23,maceta1,40.0,40.0,73.5,73.0,73.2,13.8,4.8,22.0,65.0,0,0,0,
2026-04-05,03:58:27,maceta1,40.0,41.0,73.3,72.9,73.1,9.8,22.0,,,0,0,0,Lectura invalida de DHT
2026-04-05,04:58:36,maceta1,40.0,41.0,73.2,72.8,73.0,14.3,12.9,22.0,70.1,0,0,0,
2026-04-05,05:58:40,maceta1,40.0,41.0,73.0,72.7,72.9,18.1,13.4,21.7,67.6,0,0,0,
2026-04-05,06:58:44,maceta1,41.0,41.0,72.9,72.5,72.7,6349.6,21243.5,21.5,67.6,1,0,0,
2026-04-05,07:58:54,maceta1,41.0,41.0,72.7,72.4,72.6,5939.8,19640.5,21.5,68.2,1,0,0,
2026-04-05,08:58:57,maceta1,41.0,42.0,72.5,72.3,72.4,6160.0,19551.6,21.3,68.1,1,0,0,
2026-04-05,09:59:01,maceta1,41.0,42.0,72.4,72.2,72.3,6214.7,19345.3,21.1,70.7,1,0,0,
2026-04-05,10:59:11,maceta1,42.0,42.0,72.2,72.1,72.2,5832.5,21147.8,21.0,68.0,1,0,0,
2026-04-05,11:59:15,maceta1,42.0,42.0,72.1,72.0,72.0,6225.3,20250.1,20.6,65.2,1,0,0,
2026-04-05,12:59:20,maceta1,42.0,42.0,72.0,71.8,71.9,5919.4,20687.2,21.5,68.7,1,0,0,
2026-04-05,13:59:26,maceta1,42.0,43.0,71.8,71.7,71.7,5845.5,19597.7,21.7,68.5,1,0,0,
2026-04-05,14:59:32,maceta1,42.0,43.0,71.7,71.6,71.6,6464.2,20895.1,21.7,66.1,1,0,0,
2026-04-05,15:59:38,maceta1,43.0,43.0,71.5,71.4,71.5,6475.9,20900.0,21.7,67.6,1,0,0,
2026-04-05,16:59:43,maceta1,43.0,43.0,71.4,71.2,71.3,6365.9,19781.5,21.5,67.8,1,0,0,
2026-04-05,17:59:49,maceta1,43.0,43.0,71.3,71.1,71.2,6013.2,20026.7,21.7,68.3,1,0,0,
2026-04-05,18:59:55,maceta1,43.0,44.0,71.3,70.9,71.1,29.6,9.3,21.7,70.5,0,0,0,
2026-04-05,20:00:00,maceta1,43.0,44.0,71.1,70.7,70.9,28.1,18.2,21.3,72.5,0,0,0,
2026-04-05,21:00:06,maceta1,44.0,44.0,71.0,70.5,70.7,25.9,5.6,21.3,72.4,0,0,0,
2026-04-05,22:00:12,maceta1,44.0,44.0,70.8,70.4,70.6,26.7,18.8,21.4,70.6,0,0,0,
2026-04-05,23:00:18,maceta1,44.0,45.0,70.6,70.2,70.4,14.0,5.2,21.3,62.3,0,0,0,
2026-04-06,00:00:22,maceta1,44.0,45.0,70.4,70.1,70.3,19.7,1.9,21.2,70.5,0,0,0,
2026-04-06,01:00:32,maceta1,45.0,45.0,70.3,69.9,70.1,26.9,9.9,21.7,73.4,0,0,0,
2026-04-06,02:00:35,maceta1,45.0,45.0,70.2,69.8,70.0,11.8,6.9,21.8,74.8,0,0,0,
2026-04-06,03:00:39,maceta1,45.0,45.0,70.1,69.7,69.9,28.9,26.7,21.9,74.4,0,0,0,
2026-04-06,04:00:49,maceta1,45.0,46.0,70.0,69.6,69.8,12.5,1.6,21.9,70.8,0,0,0,
2026-04-06,05:00:53,maceta1,45.0,46.0,69.9,69.4,69.7,18.0,5.3,21.8,67.4,0,0,0,
2026-04-06,06:00:56,maceta1,45.0,46.0,69.8,69.3,69.6,5868.4,19524.2,,,1,0,0,Lectura invalida de DHT
2026-04-06,07:01:06,maceta1,46.0,46.0,69.6,69.2,69.4,6279.0,21441.4,21.8,72.1,1,0,0,
2026-04-06,08:01:10,maceta1,46.0,47.0,69.4,69.0,69.2,6108.1,20614.0,21.8,73.0,1,0,0,
2026-04-09,14:41:19,maceta1,46.0,47.0,69.2,68.9,69.1,5885.4,21336.4,21.0,55.4,1,0,0,
2026-04-09,14:42:20,maceta1,46.0,47.0,69.1,68.8,68.9,6146.6,19758.5,,,1,0,0,Lectura invalida de DHT
2026-04-09,14:43:19,maceta1,47.0,47.0,69.0,68.5,68.7,5824.1,20954.7,20.9,55.5,1,0,0,
2026-04-09,14:43:51,maceta1,47.0,48.0,68.7,68.3,68.5,6436.5,20914.6,21.0,55.6,1,0,0,
2026-04-09,14:44:13,maceta1,47.0,48.0,68.6,68.2,68.4,5981.1,20729.1,21.0,59.2,1,0,0,
2026-04-09,14:44:21,maceta1,47.0,48.0,68.4,68.1,68.2,6263.8,21414.1,21.2,59.6,1,0,0,
2026-04-09,14:44:31,maceta1,48.0,48.0,68.3,67.9,68.1,6018.2,19983.9,21.4,58.7,1,0,0,
2026-04-10,14:35:35,maceta1,48.0,48.0,68.2,67.8,68.0,6164.0,19326.8,22.1,69.1,1,0,0,
2026-04-10,14:36:34,maceta1,48.0,48.0,67.9,67.7,67.8,6182.7,20679.3,21.9,73.9,1,0,0,
2026-04-10,14:37:14,maceta1,48.0,49.0,67.9,67.6,67.7,5929.4,20823.3,22.0,65.7,1,0,0,
2026-04-10,14:37:56,maceta1,48.0,49.0,67.7,67.5,67.6,6478.7,20437.7,22.2,67.3,1,0,0,
2026-04-10,14:38:37,maceta1,49.0,49.0,67.6,67.3,67.5,6342.6,19517.0,22.3,60.5,1,0,0,
2026-04-10,14:39:19,maceta1,49.0,49.0,67.3,67.2,67.3,6457.6,20261.1,22.4,62.2,1,0,0,
2026-04-10,14:40:01,maceta1,49.0,49.0,67.1,67.1,67.1,6426.4,19780.5,22.6,62.4,1,0,0,
2026-04-10,14:40:43,maceta1,50.0,49.0,66.9,67.0,67.0,6218.5,20068.7,,,1,0,0,Lectura invalida de DHT
2026-04-10,14:41:24,maceta1,50.0,50.0,66.9,66.8,66.8,6445.3,20613.0,22.9,62.6,1,0,0,
2026-04-10,14:42:06,maceta1,50.0,50.0,66.8,66.7,66.8,5861.9,20863.0,23.0,64.2,1,0,0,
2026-04-11,13:11:43,maceta1,50.0,50.0,66.7,66.6,66.6,5937.2,19580.6,21.5,70.2,1,0,0,
2026-04-11,13:11:43,maceta2,25.0,27.0,83.6,82.3,82.9,6037.2,21420.1,,,1,0,0,Lectura invalida de DHT
2026-04-11,13:12:46,maceta1,50.0,50.0,66.6,66.5,66.5,5831.7,20013.3,21.4,73.1,1,0,0,
2026-04-11,13:12:46,maceta2,25.0,27.0,83.4,82.1,82.8,6361.8,21286.9,,,1,0,0,Lectura invalida de DHT
2026-04-11,13:13:26,maceta1,50.0,51.0,66.5,66.3,66.4,6027.7,19672.9,,,1,0,0,Lectura invalida de DHT
2026-04-11,13:13:26,maceta2,25.0,27.0,83.2,82.0,82.6,6200.4,19417.4,,,1,0,0,Lectura invalida de DHT
2026-04-11,13:14:08,maceta1,50.0,51.0,66.4,66.2,66.3,6072.1,19496.6,21.7,68.9,1,0,0,
2026-04-11,13:14:08,maceta2,26.0,27.0,83.0,81.9,82.4,6158.9,19302.9,,,1,0,0,Lectura invalida de DHT
2026-04-11,13:34:09,maceta1,51.0,51.0,66.3,66.1,66.2,5989.9,20958.5,21.9,65.6,1,0,0,
2026-04-11,13:34:09,maceta2,26.0,27.0,82.9,81.9,82.4,6005.4,19213.5,,,1,0,0,Lectura invalida de DHT
2026-04-11,14:34:12,maceta1,51.0,51.0,66.1,65.9,66.0,6380.1,21273.1,22.1,58.2,1,0,0,
2026-04-11,14:34:12,maceta2,26.0,27.0,82.6,81.7,82.2,6452.2,21273.6,,,1,0,0,Lectura invalida de DHT
2026-04-11,15:34:24,maceta1,51.0,51.0,65.9,65.8,65.9,6049.7,19925.6,25.0,53.1,1,0,0,
2026-04-11,15:34:24,maceta2,26.0,28.0,82.5,81.5,82.0,6077.9,19484.1,,,1,0,0,Lectura invalida de DHT
2026-04-11,16:34:36,maceta1,52.0,51.0,65.6,65.7,65.7,5996.7,20878.2,25.4,53.8,1,0,0,
2026-04-11,16:34:36,maceta2,27.0,28.0,82.2,81.5,81.8,5861.0,20040.7,,,1,0,0,Lectura invalida de DHT
2026-04-11,17:34:48,maceta1,52.0,52.0,65.4,65.6,65.5,6179.9,21242.5,,,1,0,0,Lectura invalida de DHT
2026-04-11,17:34:48,maceta2,27.0,28.0,82.0,81.4,81.7,6231.9,20122.1,,,1,0,0,Lectura invalida de DHT
2026-04-11,18:34:59,maceta1,52.0,52.0,65.2,65.5,65.4,21.3,16.5,25.6,54.7,0,0,0,
2026-04-11,18:34:59,maceta2,27.0,28.0,81.8,81.2,81.5,13.9,23.0,,,0,0,0,Lectura invalida de DHT
2026-04-11,19:35:05,maceta1,52.0,52.0,65.1,65.3,65.2,28.5,14.4,25.6,55.0,0,0,0,
2026-04-11,19:35:05,maceta2,27.0,28.0,81.7,81.1,81.4,8.4,11.4,,,0,0,0,Lectura invalida de DHT
2026-04-11,20:35:16,maceta1,53.0,52.0,64.9,65.0,65.0,7.3,1.4,25.6,58.7,0,0,0,
2026-04-11,20:35:16,maceta2,28.0,29.0,81.6,80.9,81.3,6.9,14.4,,,0,0,0,Lectura invalida de DHT
2026-04-11,21:35:28,maceta1,53.0,53.0,64.7,64.9,64.8,22.4,0.2,25.6,58.8,0,0,0,
2026-04-11,21:35:28,maceta2,28.0,29.0,81.4,80.8,81.1,26.2,5.6,,,0,0,0,Lectura invalida de DHT
2026-04-11,22:35:40,maceta1,53.0,53.0,64.7,64.6,64.7,15.6,29.6,,,0,0,0,Lectura invalida de DHT
2026-04-11,22:35:40,maceta2,28.0,29.0,81.1,80.7,80.9,5.1,8.8,,,0,0,0,Lectura invalida de DHT
2026-04-11,23:35:52,maceta1,53.0,53.0,64.5,64.5,64.5,8.1,19.8,25.6,60.8,0,0,0,
2026-04-11,23:35:52,maceta2,29.0,29.0,80.9,80.5,80.7,12.8,23.3,,,0,0,0,Lectura invalida de DHT
2026-04-12,00:35:55,maceta1,53.0,54.0,64.4,64.3,64.3,23.3,11.0,21.8,77.0,0,0,0,
2026-04-12,00:35:55,maceta2,29.0,29.0,80.7,80.4,80.5,5.6,26.8,,,0,0,0,Lectura invalida de DHT
2026-04-12,01:36:05,maceta1,54.0,54.0,64.2,64.2,64.2,16.6,14.1,21.3,79.4,0,0,0,
2026-04-12,01:36:05,maceta2,29.0,29.0,80.5,80.3,80.4,23.2,21.7,,,0,0,0,Lectura invalida de DHT
2026-04-12,02:36:09,maceta1,54.0,54.0,64.0,64.1,64.1,19.8,8.0,21.1,74.4,0,0,0,
2026-04-12,02:36:09,maceta2,29.0,30.0,80.4,80.2,80.3,14.2,14.0,,,0,0,0,Lectura invalida de DHT
2026-04-12,03:36:12,maceta1,54.0,54.0,63.8,64.1,64.0,9.7,10.3,20.8,75.7,0,0,0,
2026-04-12,03:36:12,maceta2,30.0,30.0,80.2,80.1,80.1,10.5,2.6,,,0,0,0,Lectura invalida de DHT
2026-04-12,04:36:22,maceta1,54.0,54.0,63.8,64.0,63.9,14.4,19.5,20.5,77.1,0,0,0,
2026-04-12,04:36:22,maceta2,30.0,30.0,80.0,79.9,80.0,10.8,1.7,,,0,0,0,Lectura invalida de DHT
2026-04-12,05:36:26,maceta1,55.0,54.0,63.6,63.8,63.7,18.5,26.5,20.1,75.4,0,0,0,
2026-04-12,05:36:26,maceta2,30.0,30.0,80.0,79.8,79.9,25.6,11.2,,,0,0,0,Lectura invalida de DHT
2026-04-12,06:36:35,maceta1,55.0,55.0,63.6,63.6,63.6,5898.6,21115.3,19.7,73.4,1,0,0,
2026-04-12,06:36:35,maceta2,30.0,30.0,79.8,79.7,79.8,5879.7,20497.5,,,1,0,0,Lectura invalida de DHT
2026-04-12,07:36:39,maceta1,55.0,55.0,63.3,63.5,63.4,6361.5,19457.0,19.7,78.5,1,0,0,
2026-04-12,07:36:39,maceta2,31.0,31.0,79.6,79.6,79.6,6041.7,19179.3,,,1,0,0,Lectura invalida de DHT
2026-04-12,08:36:43,maceta1,55.0,55.0,63.1,63.3,63.2,5852.2,21390.7,19.6,78.9,1,0,0,
2026-04-12,08:36:43,maceta2,31.0,31.0,79.4,79.5,79.4,6155.2,19566.9,,,1,0,0,Lectura invalida de DHT
2026-04-12,09:36:52,maceta1,55.0,55.0,63.0,63.2,63.1,6490.8,19941.7,19.6,80.6,1,0,0,
2026-04-12,09:36:52,maceta2,31.0,31.0,79.1,79.4,79.3,6412.0,21328.7,,,1,0,0,Lectura invalida de DHT
2026-04-12,10:36:56,maceta1,56.0,55.0,62.9,63.1,63.0,6340.6,19848.1,19.6,81.0,1,0,0,
2026-04-12,10:36:56,maceta2,31.0,31.0,79.0,79.3,79.2,6145.5,21271.0,,,1,0,0,Lectura invalida de DHT
2026-04-12,11:37:00,maceta1,56.0,56.0,62.8,62.9,62.8,5939.1,19156.1,19.8,81.1,1,0,0,
2026-04-12,11:37:00,maceta2,32.0,31.0,78.8,79.1,79.0,6291.6,20953.2,,,1,0,0,Lectura invalida de DHT
2026-04-12,12:37:11,maceta1,56.0,56.0,62.6,62.7,62.7,5803.9,20215.4,24.2,68.5,1,0,0,
2026-04-12,12:37:11,maceta2,32.0,31.0,78.7,79.1,78.9,6495.0,19048.5,,,1,0,0,Lectura invalida de DHT
2026-04-12,13:37:23,maceta1,56.0,56.0,62.5,62.5,62.5,6370.8,19272.5,25.3,59.6,1,0,0,
2026-04-12,13:37:23,maceta2,32.0,32.0,78.6,79.0,78.8,5892.0,19817.5,,,1,0,0,Lectura invalida de DHT
2026-04-12,14:37:35,maceta1,56.0,56.0,62.4,62.4,62.4,6294.8,19621.3,26.0,56.0,1,0,0,
2026-04-12,14:37:35,maceta2,32.0,32.0,78.5,78.8,78.6,5992.3,20569.9,,,1,0,0,Lectura invalida de DHT
2026-04-12,15:37:46,maceta1,57.0,57.0,62.2,62.2,62.2,6310.3,19792.4,26.5,58.8,1,0,0,
2026-04-12,15:37:46,maceta2,33.0,32.0,78.2,78.6,78.4,6076.2,19688.0,,,1,0,0,Lectura invalida de DHT
2026-04-12,16:37:58,maceta1,57.0,57.0,62.1,62.0,62.0,6339.9,21022.1,,,1,0,0,Lectura invalida de DHT
2026-04-12,16:37:58,maceta2,33.0,32.0,78.0,78.5,78.3,6095.3,21274.0,,,1,0,0,Lectura invalida de DHT
2026-04-12,17:38:10,maceta1,57.0,57.0,61.9,61.8,61.8,5851.8,21188.7,26.7,47.6,1,0,0,
2026-04-12,17:38:10,maceta2,33.0,32.0,77.9,78.4,78.1,6087.7,20584.7,,,1,0,0,Lectura invalida de DHT
2026-04-12,18:38:16,maceta1,57.0,58.0,61.8,61.6,61.7,12.1,5.5,26.6,52.7,0,0,0,
2026-04-12,18:38:16,maceta2,33.0,33.0,77.8,78.2,78.0,16.6,13.9,,,0,0,0,Lectura invalida de DHT
2026-04-12,19:38:21,maceta1,57.0,58.0,61.7,61.4,61.5,6.0,25.2,26.7,48.2,0,0,0,
2026-04-12,19:38:21,maceta2,34.0,33.0,77.5,78.0,77.7,21.5,18.3,,,0,0,0,Lectura invalida de DHT
2026-04-12,20:38:27,maceta1,58.0,58.0,61.5,61.3,61.4,28.8,3.6,26.3,53.0,0,0,0,
2026-04-12,20:38:27,maceta2,34.0,33.0,77.4,77.9,77.7,26.9,0.2,,,0,0,0,Lectura invalida de DHT
2026-04-12,21:38:33,maceta1,58.0,58.0,61.5,61.1,61.3,15.3,6.4,26.4,55.5,0,0,0,
2026-04-12,21:38:33,maceta2,34.0,34.0,77.2,77.6,77.4,27.1,29.7,,,0,0,0,Lectura invalida de DHT
2026-04-12,22:38:38,maceta1,58.0,58.0,61.3,61.1,61.2,22.0,1.1,26.2,55.3,0,0,0,
2026-04-12,22:38:38,maceta2,34.0,34.0,77.1,77.4,77.3,9.9,10.9,,,0,0,0,Lectura invalida de DHT
2026-04-12,23:38:44,maceta1,58.0,59.0,61.1,60.9,61.0,12.3,4.2,26.4,58.1,0,0,0,
2026-04-12,23:38:44,maceta2,35.0,34.0,76.9,77.3,77.1,28.6,25.4,,,0,0,0,Lectura invalida de DHT
2026-04-13,00:38:54,maceta1,59.0,59.0,61.0,60.7,60.8,10.7,27.5,22.4,70.2,0,0,0,
2026-04-13,00:38:54,maceta2,35.0,34.0,76.8,77.1,77.0,0.7,16.0,,,0,0,0,Lectura invalida de DHT
2026-04-13,01:38:58,maceta1,59.0,59.0,60.8,60.6,60.7,12.2,13.8,22.0,76.3,0,0,0,
2026-04-13,01:38:58,maceta2,35.0,35.0,76.7,77.0,76.8,11.3,3.9,,,0,0,0,Lectura invalida de DHT
2026-04-13,02:39:01,maceta1,59.0,59.0,60.7,60.5,60.6,12.3,2.3,21.8,76.2,0,0,0,
2026-04-13,02:39:01,maceta2,35.0,35.0,76.5,76.8,76.6,26.9,23.9,,,0,0,0,Lectura invalida de DHT
2026-04-13,03:39:11,maceta1,59.0,60.0,60.6,60.3,60.4,16.3,28.8,21.6,75.7,0,0,0,
2026-04-13,03:39:11,maceta2,36.0,35.0,76.2,76.7,76.5,8.2,21.3,,,0,0,0,Lectura invalida de DHT
2026-04-13,04:39:15,maceta1,59.0,60.0,60.5,60.2,60.3,16.3,26.4,21.3,74.9,0,0,0,
2026-04-13,04:39:15,maceta2,36.0,35.0,76.0,76.6,76.3,8.2,15.8,,,0,0,0,Lectura invalida de DHT
2026-04-13,05:39:18,maceta1,59.0,60.0,60.4,60.0,60.2,14.9,22.6,21.1,75.6,0,0,0,
2026-04-13,05:39:18,maceta2,36.0,35.0,75.8,76.4,76.1,9.1,15.4,,,0,0,0,Lectura invalida de DHT
2026-04-13,06:39:28,maceta1,60.0,60.0,60.3,59.8,60.0,6050.9,19756.2,21.0,77.0,1,0,0,
2026-04-13,06:39:28,maceta2,36.0,36.0,75.7,76.3,76.0,6435.3,19179.8,,,1,0,0,Lectura invalida de DHT
2026-04-13,07:39:31,maceta1,60.0,61.0,60.2,59.5,59.9,5881.1,21146.7,20.8,77.3,1,0,0,
2026-04-13,07:39:31,maceta2,37.0,36.0,75.5,76.1,75.8,6299.8,21272.5,,,1,0,0,Lectura invalida de DHT
2026-04-13,08:39:36,maceta1,60.0,61.0,60.0,59.3,59.7,6404.2,21143.1,20.7,78.6,1,0,0,
2026-04-13,08:39:36,maceta2,37.0,36.0,75.3,76.0,75.7,6225.5,21394.4,,,1,0,0,Lectura invalida de DHT
2026-04-13,09:39:46,maceta1,60.0,61.0,59.9,59.1,59.5,6236.3,20911.6,20.9,79.1,1,0,0,
2026-04-13,09:39:46,maceta2,37.0,36.0,75.3,76.0,75.6,6016.6,19194.3,,,1,0,0,Lectura invalida de DHT
2026-04-13,10:39:49,maceta1,60.0,61.0,59.8,59.1,59.5,6031.6,19366.7,21.1,82.0,1,0,0,
2026-04-13,10:39:49,maceta2,37.0,36.0,75.0,75.8,75.4,6376.7,20330.9,,,1,0,0,Lectura invalida de DHT
2026-04-13,11:39:53,maceta1,60.0,62.0,59.7,58.9,59.3,5844.5,20725.8,21.4,91.3,1,0,0,
2026-04-13,11:39:53,maceta2,38.0,36.0,74.8,75.7,75.2,6468.5,19758.4,,,1,0,0,Lectura invalida de DHT
2026-04-13,12:40:05,maceta1,61.0,62.0,59.5,58.7,59.1,6017.7,21362.6,25.8,60.4,1,0,0,
2026-04-13,12:40:05,maceta2,38.0,37.0,74.6,75.6,75.1,6374.8,19982.1,,,1,0,0,Lectura invalida de DHT
2026-04-13,13:40:16,maceta1,61.0,62.0,59.3,58.6,59.0,6027.6,20706.4,26.2,55.4,1,0,0,
2026-04-13,13:40:16,maceta2,38.0,37.0,74.4,75.5,75.0,5801.1,19449.1,,,1,0,0,Lectura invalida de DHT
2026-04-13,14:40:22,maceta1,61.0,62.0,59.1,58.4,58.8,6310.7,19829.0,26.6,53.6,1,0,0,
2026-04-13,14:40:22,maceta2,39.0,37.0,74.3,75.4,74.8,6245.5,20445.2,,,1,0,0,Lectura invalida de DHT
2026-04-13,15:34:29,maceta1,62.0,63.0,58.9,58.3,58.6,6246.3,20251.4,26.4,52.3,1,0,0,
2026-04-13,15:34:29,maceta2,39.0,37.0,74.2,75.2,74.7,5835.8,21394.9,,,1,0,0,Lectura invalida de DHT
