fecha,hora,maceta,humedad_raw_1,humedad_raw_2,humedad_pct_1,humedad_pct_2,humedad_pct_promedio,lux,dli_acumulado,temperatura_c,humedad_ambiente_pct,luz_encendida,ventilador_encendido,riego_pendiente,alertas
2026-04-02,09:00:00,maceta2,107.0,109.0,75.3,74.5,74.9,6207.8,4.5233,21.2,65.0,1,0,0,
2026-04-02,10:00:00,maceta1,109.0,106.0,74.4,75.9,75.1,5900.3,5.6928,21.5,65.8,1,0,0,
2026-04-02,10:00:00,maceta2,107.0,109.0,75.0,74.2,74.6,6111.8,5.654,20.0,51.6,1,0,0,
2026-04-02,11:00:00,maceta1,109.0,106.0,74.2,75.7,74.9,6048.6,6.8117,22.7,62.2,1,0,0,
2026-04-02,11:00:00,maceta2,108.0,109.0,74.8,74.0,74.4,6147.0,6.7912,24.5,56.8,1,0,0,
2026-04-02,12:00:00,maceta1,109.0,107.0,74.0,75.5,74.7,6409.2,7.9974,23.2,66.2,1,0,0,
2026-04-02,12:00:00,maceta2,108.0,110.0,74.6,73.9,74.2,6343.1,7.9646,25.6,61.0,1,0,0,
2026-04-02,13:00:00,maceta1,110.0,107.0,73.8,75.3,74.6,5858.8,9.0813,20.1,57.5,1,0,0,
2026-04-02,13:00:00,maceta2,109.0,110.0,74.4,73.7,74.0,6423.2,9.1529,25.2,58.8,1,0,0,
2026-04-02,14:00:00,maceta1,110.0,107.0,73.6,75.1,74.3,6130.2,10.2154,24.6,50.3,1,0,0,
2026-04-02,14:00:00,maceta2,109.0,110.0,74.2,73.5,73.9,6320.7,10.3223,24.1,63.5,1,0,0,
2026-04-02,15:00:00,maceta1,111.0,108.0,73.3,74.9,74.1,5898.0,11.3066,24.8,65.0,1,0,0,
2026-04-02,15:00:00,maceta2,109.0,111.0,74.1,73.3,73.7,6269.5,11.4821,21.7,57.0,1,0,0,
2026-04-02,16:00:00,maceta1,111.0,108.0,73.1,74.7,73.9,5965.4,12.4102,24.2,63.3,1,0,0,
2026-04-02,16:00:00,maceta2,110.0,111.0,73.9,73.1,73.5,6106.9,12.6119,25.1,52.5,1,0,0,
2026-04-02,17:00:00,maceta1,111.0,108.0,72.9,74.5,73.7,5811.8,13.4853,26.2,52.4,1,0,0,
2026-04-02,17:00:00,maceta2,110.0,112.0,73.7,72.9,73.3,5906.1,13.7045,23.2,56.5,1,0,0,
2026-04-02,18:00:00,maceta1,112.0,128.0,72.7,64.2,68.5,21.5,13.4893,22.0,60.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-04-02,18:00:00,maceta2,110.0,112.0,73.6,72.7,73.1,14.5,13.7072,22.5,56.0,0,0,0,
2026-04-02,19:00:00,maceta1,112.0,109.0,72.6,74.1,73.3,18.8,13.4928,23.6,62.7,0,0,0,
2026-04-02,19:00:00,maceta2,111.0,112.0,73.4,72.4,72.9,15.1,13.71,22.7,61.5,0,0,0,
2026-04-02,20:00:00,maceta1,113.0,110.0,72.4,73.9,73.1,29.0,13.4982,20.2,57.4,0,0,0,
2026-04-02,20:00:00,maceta2,111.0,113.0,73.1,72.3,72.7,20.8,13.7138,21.7,65.0,0,0,0,
2026-04-02,21:00:00,maceta1,113.0,110.0,72.1,73.7,72.9,7.5,13.4996,19.8,69.3,0,0,0,
2026-04-02,21:00:00,maceta2,111.0,113.0,73.0,72.1,72.5,27.3,13.7189,21.1,65.9,0,0,0,
2026-04-02,22:00:00,maceta1,113.0,110.0,72.0,73.5,72.7,8.8,13.5012,17.3,73.4,0,0,0,
2026-04-02,22:00:00,maceta2,112.0,113.0,72.7,71.9,72.3,11.1,13.7209,17.9,61.5,0,0,0,
2026-04-02,23:00:00,maceta1,114.0,111.0,71.8,73.4,72.6,3.1,13.5018,16.6,72.3,0,0,0,
2026-04-02,23:00:00,maceta2,112.0,114.0,72.6,71.7,72.1,27.0,13.7259,15.0,64.1,0,0,0,
2026-04-03,00:00:00,maceta1,114.0,111.0,71.6,73.1,72.3,8.6,0.0016,16.4,66.5,0,0,0,
2026-04-03,00:00:00,maceta2,112.0,114.0,72.4,71.5,72.0,7.8,0.0014,16.4,68.9,0,0,0,
2026-04-03,01:00:00,maceta1,114.0,111.0,71.4,72.9,72.2,27.6,0.0067,15.2,68.9,0,0,0,
2026-04-03,01:00:00,maceta2,113.0,114.0,72.1,71.3,71.7,24.2,0.0059,14.8,70.9,0,0,0,
2026-04-03,02:00:00,maceta1,115.0,112.0,71.2,72.8,72.0,4.2,0.0075,12.6,73.6,0,0,0,
2026-04-03,02:00:00,maceta2,113.0,115.0,71.9,71.1,71.5,23.1,0.0102,14.1,78.8,0,0,0,
2026-04-03,03:00:00,maceta1,115.0,112.0,71.0,72.5,71.7,27.4,0.0125,14.0,73.4,0,0,0,
2026-04-03,03:00:00,maceta2,114.0,115.0,71.8,70.9,71.3,2.4,0.0106,13.3,67.1,0,0,0,
2026-04-03,04:00:00,maceta1,115.0,113.0,70.8,72.3,71.5,24.8,0.0171,14.5,80.4,0,0,0,
2026-04-03,04:00:00,maceta2,114.0,116.0,71.5,70.7,71.1,16.4,0.0137,15.3,70.5,0,0,0,
2026-04-03,05:00:00,maceta1,116.0,113.0,70.6,72.1,71.4,20.1,0.0208,18.0,73.4,0,0,0,
2026-04-03,05:00:00,maceta2,114.0,116.0,71.3,70.5,70.9,14.8,0.0164,15.5,75.9,0,0,0,
2026-04-03,06:00:00,maceta1,116.0,113.0,70.5,71.9,71.2,6365.2,1.1984,16.4,73.1,1,0,0,
2026-04-03,06:00:00,maceta2,115.0,116.0,71.2,70.3,70.7,5894.7,1.1069,15.9,77.5,1,0,0,
2026-04-03,07:00:00,maceta1,116.0,114.0,70.3,71.7,71.0,6216.8,2.3485,14.2,72.4,1,0,0,
2026-04-03,07:00:00,maceta2,115.0,117.0,71.0,70.1,70.5,6039.9,2.2243,17.0,65.7,1,0,0,
2026-04-03,08:00:00,maceta1,117.0,114.0,70.1,71.6,70.8,5958.2,3.4508,18.3,78.5,1,0,0,
2026-04-03,08:00:00,maceta2,115.0,117.0,70.8,69.9,70.3,6247.6,3.3801,21.9,68.6,1,0,0,
2026-04-03,09:00:00,maceta1,117.0,114.0,69.9,71.4,70.6,6119.9,4.583,19.2,64.3,1,0,0,
2026-04-03,09:00:00,maceta2,116.0,118.0,70.7,69.7,70.2,6080.1,4.5049,20.0,69.8,1,0,0,
2026-04-03,10:00:00,maceta1,118.0,115.0,69.7,71.2,70.4,6215.0,5.7327,20.8,63.7,1,0,0,
2026-04-03,10:00:00,maceta2,116.0,118.0,70.4,69.5,70.0,6143.9,5.6415,19.1,64.4,1,0,0,
2026-04-03,11:00:00,maceta1,118.0,115.0,69.5,71.0,70.3,6012.4,6.845,23.7,72.5,1,0,0,
2026-04-03,11:00:00,maceta2,117.0,118.0,70.2,69.3,69.8,6191.3,6.7869,23.2,58.6,1,0,0,
2026-04-03,12:00:00,maceta1,118.0,116.0,69.3,70.7,70.0,6268.6,8.0047,24.3,56.3,1,0,0,
2026-04-03,12:00:00,maceta2,117.0,119.0,70.0,69.1,69.5,5818.7,7.8634,21.7,58.5,1,0,0,
2026-04-03,13:00:00,maceta1,119.0,116.0,69.1,70.5,69.8,6126.1,9.1381,26.0,61.7,1,0,0,
2026-04-03,13:00:00,maceta2,117.0,119.0,69.8,68.9,69.4,5840.4,8.9439,21.8,48.8,1,0,0,
2026-04-03,14:00:00,maceta1,119.0,116.0,68.9,70.3,69.6,5930.5,10.2352,25.2,45.5,1,0,0,
2026-04-03,14:00:00,maceta2,118.0,119.0,69.6,68.7,69.2,6192.4,10.0894,27.6,52.4,1,0,0,
2026-04-03,15:00:00,maceta1,120.0,117.0,68.6,70.1,69.4,6406.3,11.4204,23.0,46.8,1,0,0,
2026-04-03,15:00:00,maceta2,118.0,120.0,69.5,68.5,69.0,6418.0,11.2768,23.7,52.9,1,0,0,
2026-04-03,16:00:00,maceta1,120.0,117.0,68.4,69.9,69.2,5849.0,12.5024,24.5,57.9,1,0,0,
2026-04-03,16:00:00,maceta2,118.0,120.0,69.2,68.3,68.7,6093.4,12.404,23.6,50.9,1,0,0,
2026-04-03,17:00:00,maceta1,120.0,118.0,68.2,69.7,68.9,6208.1,13.6509,21.5,49.2,1,0,0,
2026-04-03,17:00:00,maceta2,119.0,121.0,69.0,68.1,68.5,5902.9,13.4961,24.0,56.7,1,0,0,
2026-04-03,18:00:00,maceta1,121.0,118.0,68.0,69.5,68.7,5.9,13.652,21.5,62.2,0,0,0,
2026-04-03,18:00:00,maceta2,119.0,121.0,68.8,67.9,68.3,9.0,13.4978,23.8,49.5,0,0,0,
2026-04-03,19:00:00,maceta1,121.0,118.0,67.8,69.3,68.6,18.8,13.6555,20.6,64.1,0,0,0,
2026-04-03,19:00:00,maceta2,120.0,121.0,68.6,67.7,68.1,20.6,13.5016,24.4,64.1,0,0,0,
2026-04-03,20:00:00,maceta1,122.0,119.0,67.6,69.2,68.4,3.7,13.6562,19.6,67.2,0,0,0,
2026-04-03,20:00:00,maceta2,120.0,122.0,68.4,67.5,67.9,28.3,13.5068,20.3,68.5,0,0,0,
2026-04-03,21:00:00,maceta1,122.0,119.0,67.4,69.0,68.2,10.2,13.6581,20.7,76.0,0,0,0,
2026-04-03,21:00:00,maceta2,120.0,122.0,68.2,67.3,67.7,21.4,13.5108,17.7,63.2,0,0,0,
2026-04-03,22:00:00,maceta1,122.0,119.0,67.2,68.8,68.0,15.7,13.661,18.6,68.1,0,0,0,
2026-04-03,22:00:00,maceta2,121.0,123.0,68.0,67.1,67.5,6.7,13.512,20.2,65.5,0,0,0,
2026-04-03,23:00:00,maceta1,123.0,120.0,67.0,68.6,67.8,25.4,13.6657,14.6,70.0,0,0,0,
2026-04-03,23:00:00,maceta2,121.0,123.0,67.8,66.8,67.3,24.5,13.5165,17.3,77.7,0,0,0,
2026-04-04,00:00:00,maceta1,123.0,120.0,66.8,68.5,67.6,11.9,0.0022,16.2,65.3,0,0,0,
2026-04-04,00:00:00,maceta2,121.0,123.0,67.7,66.6,67.1,17.7,0.0033,17.0,67.8,0,0,0,
2026-04-04,01:00:00,maceta1,123.0,120.0,66.6,68.3,67.4,7.7,0.0036,13.2,80.5,0,0,0,
2026-04-04,01:00:00,maceta2,122.0,124.0,67.5,66.4,66.9,20.7,0.0071,13.1,78.8,0,0,0,
2026-04-04,02:00:00,maceta1,124.0,121.0,66.4,68.0,67.2,9.3,0.0053,15.3,72.8,0,0,0,
2026-04-04,02:00:00,maceta2,122.0,124.0,67.3,66.1,66.7,25.3,0.0118,15.0,78.9,0,0,0,
2026-04-04,03:00:00,maceta1,124.0,121.0,66.2,67.8,67.0,6.5,0.0066,14.7,76.7,0,0,0,
2026-04-04,03:00:00,maceta2,123.0,125.0,67.1,66.0,66.5,0.4,0.0119,14.9,82.5,0,0,0,
2026-04-04,04:00:00,maceta1,125.0,122.0,66.0,67.6,66.8,8.1,0.008,13.5,75.0,0,0,0,
2026-04-04,04:00:00,maceta2,123.0,125.0,66.9,65.8,66.4,5.7,0.0129,14.9,79.8,0,0,0,
2026-04-04,05:00:00,maceta1,125.0,122.0,65.9,67.4,66.6,15.2,0.0109,15.5,86.9,0,0,0,
2026-04-04,05:00:00,maceta2,123.0,125.0,66.7,65.6,66.2,6.1,0.0141,14.0,76.7,0,0,0,
2026-04-04,06:00:00,maceta1,125.0,122.0,65.7,67.2,66.5,6339.5,1.1837,18.6,72.3,1,0,0,
2026-04-04,06:00:00,maceta2,124.0,126.0,66.5,65.5,66.0,5877.2,1.1013,16.5,75.7,1,0,0,
2026-04-04,07:00:00,maceta1,126.0,123.0,65.5,67.1,66.3,5819.2,2.2602,15.1,68.2,1,0,0,
2026-04-04,07:00:00,maceta2,124.0,126.0,66.3,65.2,65.8,5991.6,2.2098,17.9,81.9,1,0,0,
2026-04-04,08:00:00,maceta1,126.0,123.0,65.3,66.9,66.1,5988.5,3.3681,16.6,68.5,1,0,0,
2026-04-04,08:00:00,maceta2,124.0,126.0,66.1,65.1,65.6,6373.5,3.3889,19.3,66.2,1,0,0,
2026-04-04,09:00:00,maceta1,126.0,123.0,65.2,66.7,65.9,6297.5,4.5331,21.1,60.8,1,0,0,
2026-04-04,09:00:00,maceta2,125.0,127.0,65.9,64.9,65.4,6487.1,4.589,18.1,70.5,1,0,0,
2026-04-04,10:00:00,maceta1,127.0,124.0,65.0,66.5,65.7,6298.1,5.6983,22.1,66.7,1,0,0,
2026-04-04,10:00:00,maceta2,125.0,127.0,65.7,64.7,65.2,6092.8,5.7162,21.3,59.9,1,0,0,
2026-04-04,11:00:00,maceta1,127.0,124.0,64.8,66.3,65.5,6289.2,6.8618,23.1,62.9,1,0,0,
2026-04-04,11:00:00,maceta2,126.0,127.0,65.5,64.5,65.0,6499.6,6.9186,24.7,52.5,1,0,0,
2026-04-04,12:00:00,maceta1,127.0,124.0,64.6,66.1,65.3,6297.1,8.0268,22.5,58.9,1,0,0,
2026-04-04,12:00:00,maceta2,126.0,128.0,65.3,64.3,64.8,6333.2,8.0902,21.8,60.2,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,13:00:00,maceta1,128.0,125.0,64.4,65.9,65.1,6456.9,9.2213,22.4,64.9,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,13:00:00,maceta2,126.0,128.0,65.1,64.0,64.6,5879.6,9.178,22.5,52.5,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,14:00:00,maceta1,128.0,125.0,64.2,65.7,64.9,6293.3,10.3855,24.1,48.9,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,14:00:00,maceta2,127.0,129.0,64.9,63.8,64.4,6395.6,10.3611,24.7,50.9,1,0,0,
2026-04-04,15:00:00,maceta1,128.0,126.0,64.0,65.5,64.7,6468.1,11.5821,24.8,48.3,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,15:00:00,maceta2,127.0,129.0,64.7,63.6,64.2,5947.7,11.4615,25.6,61.7,1,0,0,
2026-04-04,16:00:00,maceta1,129.0,126.0,63.8,65.3,64.6,6152.8,12.7204,24.2,63.1,1,0,0,
2026-04-04,16:00:00,maceta2,127.0,129.0,64.5,63.5,64.0,6276.4,12.6226,26.4,56.9,1,0,0,
2026-04-04,17:00:00,maceta1,129.0,126.0,63.6,65.1,64.3,5973.2,13.8254,23.3,62.4,1,0,0,
2026-04-04,17:00:00,maceta2,128.0,130.0,64.3,63.3,63.8,6220.3,13.7733,27.8,57.0,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,18:00:00,maceta1,130.0,127.0,63.4,64.9,64.2,8.4,13.827,23.8,57.5,0,0,0,
2026-04-04,18:00:00,maceta2,128.0,130.0,64.2,63.1,63.7,11.4,13.7755,21.6,56.3,0,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,19:00:00,maceta1,130.0,127.0,63.2,64.7,64.0,18.0,13.8303,20.3,58.4,0,0,0,
2026-04-04,19:00:00,maceta2,129.0,131.0,63.8,62.9,63.4,17.4,13.7787,22.6,52.3,0,0,0,
2026-04-04,20:00:00,maceta1,130.0,127.0,63.0,64.5,63.7,19.1,13.8338,20.3,63.7,0,0,0,
2026-04-04,20:00:00,maceta2,129.0,131.0,63.6,62.7,63.1,10.6,13.7806,21.7,62.2,0,0,0,
2026-04-04,21:00:00,maceta1,131.0,128.0,62.8,64.3,63.5,9.5,13.8356,20.1,68.7,0,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,21:00:00,maceta2,129.0,131.0,63.4,62.5,63.0,18.3,13.784,19.3,65.5,0,0,0,
2026-04-04,22:00:00,maceta1,131.0,128.0,62.5,64.0,63.3,4.0,13.8363,16.8,66.8,0,0,0,Discrepancia alta entre sensores de humedad
2026-04-04,22:00:00,maceta2,130.0,132.0,63.3,62.3,62.8,7.6,13.7854,15.8,63.2,0,0,0,
2026-04-04,23:00:00,maceta1,132.0,129.0,62.4,63.8,63.1,1.3,13.8366,16.2,70.4,0,0,0,
2026-04-04,23:00:00,maceta2,130.0,132.0,63.1,62.1,62.6,2.2,13.7858,18.2,73.7,0,0,0,
2026-04-05,00:00:00,maceta1,132.0,129.0,62.2,63.6,62.9,7.3,0.0014,16.0,66.4,0,0,0,
2026-04-05,00:00:00,maceta2,130.0,132.0,62.9,61.9,62.4,0.6,0.0001,13.8,72.5,0,0,0,
2026-04-05,01:00:00,maceta1,132.0,130.0,62.1,63.4,62.7,7.4,0.0027,15.1,74.8,0,0,0,
2026-04-05,01:00:00,maceta2,131.0,133.0,62.7,61.7,62.2,19.6,0.0037,15.5,70.1,0,0,0,
2026-04-05,02:00:00,maceta1,132.0,130.0,61.9,63.2,62.5,1.8,0.0031,13.1,71.7,0,0,0,
2026-04-05,02:00:00,maceta2,131.0,133.0,62.5,61.5,62.0,13.1,0.0062,14.6,75.8,0,0,0,
2026-04-05,03:00:00,maceta1,133.0,130.0,61.7,63.0,62.3,27.4,0.0081,14.3,69.3,0,0,0,
2026-04-05,03:00:00,maceta2,132.0,133.0,62.3,61.4,61.8,23.7,0.0106,12.5,76.7,0,0,0,
2026-04-05,04:00:00,maceta1,133.0,131.0,61.5,62.8,62.1,9.2,0.0098,14.9,70.2,0,0,0,
2026-04-05,04:00:00,maceta2,132.0,134.0,62.1,61.2,61.6,27.7,0.0157,15.2,80.0,0,0,0,
2026-04-05,05:00:00,maceta1,134.0,131.0,61.2,62.6,61.9,9.9,0.0116,16.5,85.3,0,0,0,
2026-04-05,05:00:00,maceta2,132.0,134.0,61.9,60.9,61.4,2.2,0.0161,16.5,69.4,0,0,0,
2026-04-05,06:00:00,maceta1,134.0,131.0,61.0,62.4,61.7,6342.3,1.185,13.6,74.7,1,0,0,
2026-04-05,06:00:00,maceta2,133.0,135.0,61.7,60.7,61.2,6159.7,1.1556,14.3,68.4,1,0,0,
2026-04-05,07:00:00,maceta1,134.0,132.0,60.8,62.2,61.5,5807.4,2.2593,17.5,75.2,1,0,0,
2026-04-05,07:00:00,maceta2,133.0,135.0,61.5,60.5,61.0,6271.5,2.3159,17.5,63.7,1,0,0,
2026-04-05,08:00:00,maceta1,135.0,132.0,60.6,62.0,61.3,6096.6,3.3872,18.7,70.0,1,0,0,
2026-04-05,08:00:00,maceta2,134.0,135.0,61.2,60.3,60.8,6157.6,3.455,23.7,63.2,1,0,0,
2026-04-05,09:00:00,maceta1,135.0,133.0,60.4,61.8,61.1,5949.9,4.4879,20.1,64.0,1,0,0,
2026-04-05,09:00:00,maceta2,134.0,136.0,61.0,60.0,60.5,6186.2,4.5995,20.9,59.8,1,0,0,
2026-04-05,10:00:00,maceta1,136.0,133.0,60.2,61.7,60.9,6485.4,5.6877,21.9,66.5,1,0,0,
2026-04-05,10:00:00,maceta2,134.0,136.0,60.8,59.8,60.3,5851.4,5.682,21.5,58.2,1,0,0,
2026-04-05,11:00:00,maceta1,136.0,133.0,60.0,61.5,60.7,5998.7,6.7975,21.2,62.8,1,0,0,
2026-04-05,11:00:00,maceta2,135.0,137.0,60.6,59.6,60.1,5970.1,6.7864,22.9,58.3,1,0,0,
2026-04-05,12:00:00,maceta1,136.0,133.0,59.8,61.3,60.5,5974.0,7.9027,21.6,57.4,1,0,0,
