fecha,hora,maceta,humedad_raw_1,humedad_raw_2,humedad_pct_1,humedad_pct_2,humedad_pct_promedio,lux,dli_acumulado,temperatura_c,humedad_ambiente_pct,luz_encendida,ventilador_encendido,riego_pendiente,alertas
2026-07-03,15:11:50,maceta1,102.0,97.0,78.1,80.4,79.3,26.7,14.6324,16.7,51.1,0,0,0,
2026-07-03,15:11:50,maceta2,104.0,101.0,76.9,78.3,77.6,19.6,14.2081,8.7,51.8,0,0,0,
2026-07-03,16:12:15,maceta1,102.0,98.0,78.0,80.2,79.1,414.6,14.6662,10.8,59.1,0,0,0,
2026-07-03,16:12:15,maceta2,104.0,101.0,76.8,78.2,77.5,170.4,14.2254,9.0,52.6,0,0,0,
2026-07-03,17:05:07,maceta1,102.0,98.0,77.8,80.0,78.9,590.4,0.0,12.8,49.0,0,0,0,
2026-07-03,17:05:07,maceta2,104.0,102.0,76.7,77.9,77.3,270.0,0.0,9.3,52.7,0,0,0,
2026-07-03,18:18:46,maceta1,103.0,128.0,77.6,64.2,70.9,176.7,1.0452,12.8,49.0,1,0,0,Discrepancia alta entre sensores de humedad
2026-07-03,18:18:46,maceta2,105.0,102.0,76.5,77.7,77.1,1603.3,1.0928,12.1,48.7,1,0,0,
2026-07-03,19:18:52,maceta1,103.0,99.0,77.3,79.6,78.5,175.0,3.1357,12.8,49.0,1,0,0,
2026-07-03,19:18:52,maceta2,105.0,103.0,76.3,77.6,76.9,1548.3,3.2755,11.7,46.2,1,0,0,
2026-07-03,20:19:07,maceta1,104.0,99.0,77.0,79.3,78.2,169.6,5.2315,12.8,49.0,1,0,0,
2026-07-03,20:19:07,maceta2,105.0,103.0,76.1,77.4,76.7,1551.7,5.4659,11.1,46.4,1,0,0,
2026-07-03,21:19:13,maceta1,104.0,100.0,76.8,79.0,77.9,166.7,7.3216,12.8,49.0,1,0,0,
2026-07-03,21:19:13,maceta2,106.0,103.0,75.8,77.2,76.5,1581.2,7.651,10.9,46.2,1,0,0,
2026-07-03,22:19:19,maceta1,128.0,100.0,64.2,78.9,71.6,175.4,9.4128,12.8,49.0,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-03,22:19:19,maceta2,106.0,104.0,75.6,77.0,76.3,1562.9,9.8344,10.6,46.3,0,0,0,
2026-07-03,23:19:25,maceta1,105.0,100.0,76.6,78.7,77.7,0.0,9.4128,12.8,49.0,0,0,0,
2026-07-03,23:19:25,maceta2,107.0,104.0,75.4,76.8,76.1,0.0,9.8344,8.9,48.9,0,0,0,
2026-07-04,00:19:30,maceta1,105.0,101.0,76.4,78.6,77.5,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,00:19:30,maceta2,107.0,105.0,75.1,76.5,75.8,0.0,0.0,8.4,50.4,0,0,0,
2026-07-04,01:19:36,maceta1,105.0,101.0,76.1,78.4,77.3,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,01:19:36,maceta2,107.0,105.0,75.0,76.4,75.7,0.0,0.0,8.3,51.3,0,0,0,
2026-07-04,02:19:41,maceta1,106.0,101.0,76.0,78.2,77.1,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,02:19:41,maceta2,108.0,105.0,74.8,76.2,75.5,0.0,0.0,8.1,51.5,0,0,0,
2026-07-04,03:19:47,maceta1,106.0,102.0,75.8,77.9,76.9,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,03:19:47,maceta2,108.0,106.0,74.6,76.1,75.3,0.0,0.0,8.0,51.5,0,0,0,
2026-07-04,04:19:52,maceta1,106.0,102.0,75.7,77.6,76.7,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,04:19:52,maceta2,108.0,106.0,74.5,75.8,75.1,0.0,0.0,7.8,51.5,0,0,0,
2026-07-04,05:19:58,maceta1,107.0,103.0,75.5,77.5,76.5,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,05:19:58,maceta2,109.0,106.0,74.4,75.6,75.0,0.0,0.0,7.8,50.6,0,0,0,
2026-07-04,06:20:03,maceta1,107.0,103.0,75.4,77.2,76.3,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,06:20:03,maceta2,109.0,107.0,74.2,75.4,74.8,0.0,0.0,7.8,51.0,0,0,0,
2026-07-04,07:20:09,maceta1,107.0,104.0,75.1,77.0,76.1,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,07:20:09,maceta2,109.0,107.0,74.1,75.2,74.7,0.0,0.0,7.8,51.0,0,0,0,
2026-07-04,08:20:14,maceta1,108.0,104.0,74.9,76.9,75.9,0.0,0.0,12.8,49.0,0,0,0,
2026-07-04,08:20:14,maceta2,109.0,108.0,74.0,75.0,74.5,0.0,0.0,7.6,50.9,0,0,0,
2026-07-04,09:20:20,maceta1,108.0,104.0,74.7,76.8,75.7,6.7,0.0003,12.8,49.0,0,0,0,
2026-07-04,09:20:20,maceta2,110.0,108.0,73.8,74.8,74.3,3.8,0.0002,7.6,51.0,0,0,0,
2026-07-04,10:20:25,maceta1,109.0,105.0,74.4,76.5,75.5,29.2,0.0017,12.8,49.0,0,0,0,
2026-07-04,10:20:25,maceta2,110.0,108.0,73.6,74.5,74.0,16.7,0.0009,7.6,51.6,0,0,0,
2026-07-04,11:20:30,maceta1,128.0,105.0,64.2,76.4,70.3,31.7,0.0036,12.8,49.0,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-04,11:20:30,maceta2,111.0,109.0,73.4,74.4,73.9,17.9,0.002,7.8,51.1,0,0,0,
2026-07-04,12:19:09,maceta1,109.0,105.0,74.1,76.3,75.2,659.6,0.0,12.7,48.6,0,0,0,
2026-07-04,12:19:09,maceta2,111.0,109.0,73.2,74.1,73.7,350.4,0.0,8.7,54.2,0,0,0,
2026-07-04,13:13:12,maceta1,110.0,106.0,73.9,76.0,74.9,740.8,1.6632,13.7,48.1,1,1,0,
2026-07-04,13:13:12,maceta2,112.0,110.0,72.9,73.9,73.4,2125.4,1.7354,10.0,56.7,1,1,0,
2026-07-04,14:07:45,maceta1,110.0,106.0,73.6,75.8,74.7,30.0,0.001,13.7,48.1,0,0,0,
2026-07-04,14:07:45,maceta2,112.0,110.0,72.7,73.7,73.2,18.8,0.0006,10.9,55.5,0,0,0,
2026-07-04,15:07:51,maceta1,110.0,106.0,73.5,75.6,74.5,26.7,0.003,13.7,48.1,1,0,0,
2026-07-04,15:07:51,maceta2,112.0,110.0,72.5,73.5,73.0,19.2,0.0019,9.4,53.8,0,0,0,
2026-07-04,16:07:56,maceta1,111.0,107.0,73.2,75.4,74.3,179.6,2.094,13.7,48.1,1,0,0,
2026-07-04,16:07:56,maceta2,113.0,111.0,72.3,73.3,72.8,1595.8,1.0951,9.0,54.5,1,0,0,
2026-07-04,17:08:02,maceta1,111.0,107.0,73.0,75.2,74.1,173.3,4.1842,13.7,48.1,1,0,0,
2026-07-04,17:08:02,maceta2,113.0,111.0,72.1,73.0,72.6,1545.4,3.2767,11.0,46.5,1,0,0,
2026-07-04,18:08:07,maceta1,112.0,108.0,72.7,75.0,73.9,160.0,6.2737,13.7,48.1,1,0,0,
2026-07-04,18:08:07,maceta2,113.0,112.0,72.0,72.8,72.4,1525.4,5.4594,11.0,47.0,1,0,0,
2026-07-04,19:08:12,maceta1,112.0,108.0,72.6,74.9,73.8,160.4,8.363,13.7,48.1,1,0,0,
2026-07-04,19:08:12,maceta2,113.0,112.0,71.9,72.6,72.2,1536.7,7.6425,10.9,47.2,1,0,0,
2026-07-04,20:08:19,maceta1,112.0,108.0,72.5,74.6,73.6,160.0,10.4525,13.7,48.1,1,0,0,
2026-07-04,20:08:19,maceta2,114.0,112.0,71.6,72.4,72.0,1566.2,9.8246,10.9,47.8,1,0,0,
2026-07-04,21:08:24,maceta1,112.0,109.0,72.4,74.4,73.4,160.0,12.542,13.7,48.1,1,0,0,
2026-07-04,21:08:24,maceta2,114.0,113.0,71.4,72.2,71.8,1577.1,12.0069,10.7,48.3,1,0,0,
2026-07-04,22:08:29,maceta1,113.0,109.0,72.1,74.3,73.2,160.0,14.6314,13.7,48.1,0,0,0,
2026-07-04,22:08:29,maceta2,115.0,113.0,71.1,72.0,71.6,1510.4,14.1865,10.7,48.5,0,0,0,
2026-07-04,23:08:35,maceta1,113.0,109.0,71.9,74.0,73.0,0.0,14.6314,13.7,48.1,0,0,0,
2026-07-04,23:08:35,maceta2,115.0,113.0,70.9,71.9,71.4,0.0,14.1865,9.1,51.8,0,0,0,
2026-07-05,00:08:40,maceta1,114.0,110.0,71.8,73.9,72.8,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,00:08:40,maceta2,116.0,114.0,70.6,71.6,71.1,0.0,0.0,8.8,53.4,0,0,0,
2026-07-05,01:08:46,maceta1,114.0,110.0,71.6,73.8,72.7,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,01:08:46,maceta2,116.0,114.0,70.4,71.4,70.9,0.0,0.0,8.7,55.0,0,0,0,
2026-07-05,02:08:51,maceta1,114.0,110.0,71.3,73.5,72.4,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,02:08:51,maceta2,117.0,115.0,70.2,71.1,70.7,0.0,0.0,8.6,54.9,0,0,0,
2026-07-05,03:08:57,maceta1,115.0,111.0,71.1,73.3,72.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,03:08:57,maceta2,117.0,115.0,70.1,70.9,70.5,0.0,0.0,8.6,55.0,0,0,0,
2026-07-05,04:09:02,maceta1,115.0,111.0,70.8,73.1,72.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,04:09:02,maceta2,117.0,116.0,70.0,70.6,70.3,0.0,0.0,8.6,55.4,0,0,0,
2026-07-05,05:09:07,maceta1,116.0,111.0,70.6,72.9,71.7,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,05:09:07,maceta2,118.0,116.0,69.7,70.4,70.0,0.0,0.0,8.5,55.7,0,0,0,
2026-07-05,06:09:13,maceta1,116.0,112.0,70.3,72.6,71.5,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,06:09:13,maceta2,118.0,117.0,69.6,70.2,69.9,0.0,0.0,8.4,56.5,0,0,0,
2026-07-05,07:09:18,maceta1,117.0,112.0,70.1,72.5,71.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,07:09:18,maceta2,118.0,117.0,69.5,70.0,69.8,0.0,0.0,8.3,56.8,0,0,0,
2026-07-05,08:09:24,maceta1,117.0,113.0,70.0,72.3,71.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-05,08:09:24,maceta2,118.0,117.0,69.3,69.8,69.5,0.0,0.0,8.2,57.1,0,0,0,
2026-07-05,09:09:29,maceta1,118.0,113.0,69.7,72.1,70.9,5.4,0.0002,13.7,48.1,0,0,0,
2026-07-05,09:09:29,maceta2,119.0,118.0,69.1,69.6,69.4,3.8,0.0002,8.2,57.7,0,0,0,
2026-07-05,10:09:34,maceta1,118.0,113.0,69.6,71.9,70.7,29.6,0.0015,13.7,48.1,0,0,0,
2026-07-05,10:09:34,maceta2,119.0,118.0,69.0,69.4,69.2,19.6,0.001,8.2,57.9,0,0,0,
2026-07-05,11:09:40,maceta1,118.0,114.0,69.4,71.7,70.6,45.8,0.0043,13.7,48.1,0,0,0,
2026-07-05,11:09:40,maceta2,119.0,119.0,68.7,69.2,69.0,30.0,0.0028,8.4,60.4,0,0,0,
2026-07-05,12:09:46,maceta1,128.0,114.0,64.2,71.5,67.9,58.8,0.008,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-05,12:09:46,maceta2,120.0,119.0,68.4,69.0,68.7,38.8,0.0053,8.5,61.3,0,0,0,
2026-07-05,13:09:52,maceta1,119.0,114.0,69.0,71.4,70.2,65.0,0.0123,13.7,48.1,0,0,0,
2026-07-05,13:09:52,maceta2,121.0,119.0,68.2,68.7,68.4,42.5,0.0081,8.6,62.5,0,0,0,
2026-07-05,14:09:57,maceta1,119.0,115.0,68.8,71.1,70.0,59.2,0.0164,13.7,48.1,0,0,0,
2026-07-05,14:09:57,maceta2,121.0,120.0,68.0,68.4,68.2,39.2,0.0108,8.8,63.9,0,0,0,
2026-07-05,15:10:04,maceta1,120.0,115.0,68.6,70.8,69.7,15.0,0.0184,13.7,48.1,1,0,0,
2026-07-05,15:10:04,maceta2,121.0,120.0,67.9,68.2,68.0,12.1,0.0123,9.0,64.1,0,0,0,
2026-07-05,16:10:10,maceta1,120.0,116.0,68.4,70.7,69.5,176.7,2.1089,13.7,48.1,1,0,0,
2026-07-05,16:10:10,maceta2,121.0,121.0,67.7,67.9,67.8,1601.7,1.1056,11.5,57.8,1,0,0,
2026-07-05,17:10:15,maceta1,121.0,116.0,68.2,70.5,69.3,167.1,4.1987,13.7,48.1,1,0,0,
2026-07-05,17:10:15,maceta2,122.0,121.0,67.4,67.6,67.5,1605.0,3.2923,11.9,57.4,1,0,0,
2026-07-05,18:10:21,maceta1,121.0,116.0,68.0,70.4,69.2,157.5,6.2886,13.7,48.1,1,0,0,
2026-07-05,18:10:21,maceta2,122.0,122.0,67.2,67.5,67.3,1610.0,5.4789,12.1,56.5,1,0,0,
2026-07-05,19:10:27,maceta1,121.0,117.0,67.8,70.2,69.0,160.0,8.3778,13.7,48.1,1,0,0,
2026-07-05,19:10:27,maceta2,123.0,122.0,67.1,67.3,67.2,1560.8,7.6618,12.2,52.1,1,0,0,
2026-07-05,20:10:32,maceta1,121.0,117.0,67.7,70.1,68.9,155.0,10.4668,13.7,48.1,1,0,0,
2026-07-05,20:10:32,maceta2,123.0,123.0,66.9,67.1,67.0,1582.5,9.8444,11.9,51.1,1,0,0,
2026-07-05,21:10:38,maceta1,122.0,117.0,67.4,69.9,68.6,160.4,12.5562,13.7,48.1,1,0,0,
2026-07-05,21:10:38,maceta2,123.0,123.0,66.8,66.8,66.8,1533.8,12.0272,11.6,51.3,1,0,0,
2026-07-05,22:10:44,maceta1,122.0,118.0,67.3,69.7,68.5,162.1,14.6461,13.7,48.1,0,0,0,
2026-07-05,22:10:44,maceta2,124.0,124.0,66.5,66.5,66.5,1586.7,14.2109,11.5,51.6,0,0,0,
2026-07-05,23:10:50,maceta1,123.0,118.0,67.0,69.6,68.3,0.0,14.6461,13.7,48.1,0,0,0,
2026-07-05,23:10:50,maceta2,124.0,124.0,66.4,66.2,66.3,0.0,14.2109,9.6,54.5,0,0,0,
2026-07-06,00:10:56,maceta1,123.0,118.0,66.7,69.3,68.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,00:10:56,maceta2,124.0,125.0,66.1,66.0,66.1,0.0,0.0,9.2,55.3,0,0,0,
2026-07-06,01:11:01,maceta1,124.0,119.0,66.6,69.1,67.8,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,01:11:01,maceta2,125.0,125.0,65.9,65.8,65.8,0.0,0.0,8.9,55.2,0,0,0,
2026-07-06,02:11:07,maceta1,124.0,119.0,66.4,68.8,67.6,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,02:11:07,maceta2,125.0,125.0,65.8,65.6,65.7,0.0,0.0,8.6,54.6,0,0,0,
2026-07-06,03:11:12,maceta1,124.0,120.0,66.2,68.6,67.4,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,03:11:12,maceta2,125.0,126.0,65.6,65.5,65.5,0.0,0.0,8.5,54.7,0,0,0,
2026-07-06,04:11:18,maceta1,124.0,120.0,66.1,68.4,67.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,04:11:18,maceta2,126.0,126.0,65.4,65.3,65.4,0.0,0.0,8.3,54.5,0,0,0,
2026-07-06,05:11:23,maceta1,125.0,120.0,65.9,68.2,67.1,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,05:11:23,maceta2,126.0,126.0,65.3,65.2,65.3,0.0,0.0,8.1,54.7,0,0,0,
2026-07-06,06:11:34,maceta1,125.0,121.0,65.8,68.0,66.9,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,06:11:34,maceta2,126.0,126.0,65.0,65.0,65.0,0.0,0.0,7.9,54.5,0,0,0,
2026-07-06,07:11:40,maceta1,128.0,121.0,64.2,67.9,66.1,0.0,0.0,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,07:11:40,maceta2,127.0,127.0,64.7,64.8,64.8,0.0,0.0,7.6,54.4,0,0,0,
2026-07-06,08:11:45,maceta1,126.0,121.0,65.3,67.8,66.6,0.0,0.0,13.7,48.1,0,0,0,
2026-07-06,08:11:45,maceta2,127.0,127.0,64.6,64.6,64.6,0.0,0.0,7.5,54.6,0,0,0,
2026-07-06,09:11:53,maceta1,126.0,121.0,65.1,67.6,66.4,13.3,0.0005,13.7,48.1,0,0,0,
2026-07-06,09:11:53,maceta2,128.0,127.0,64.4,64.5,64.4,9.2,0.0003,7.4,54.7,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,10:11:58,maceta1,127.0,122.0,64.9,67.5,66.2,30.0,0.0022,13.7,48.1,0,0,0,
2026-07-06,10:11:58,maceta2,128.0,128.0,64.1,64.4,64.2,20.0,0.0015,7.5,55.4,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,11:12:04,maceta1,127.0,122.0,64.6,67.3,66.0,46.7,0.005,13.7,48.1,0,0,0,
2026-07-06,11:12:04,maceta2,129.0,128.0,63.9,64.1,64.0,30.4,0.0034,7.8,59.8,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,12:12:09,maceta1,128.0,122.0,64.4,67.2,65.8,59.6,0.0088,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,12:12:09,maceta2,129.0,128.0,63.8,64.0,63.9,39.2,0.0058,8.1,61.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,13:12:15,maceta1,128.0,123.0,64.1,66.9,65.5,65.4,0.0131,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,13:12:15,maceta2,129.0,129.0,63.5,63.8,63.7,42.9,0.0087,8.4,62.8,0,0,0,
2026-07-06,14:12:20,maceta1,128.0,123.0,64.0,66.7,65.3,60.0,0.0173,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-06,14:12:20,maceta2,130.0,129.0,63.4,63.5,63.5,39.6,0.0114,8.6,63.5,0,0,0,
2026-07-06,15:12:26,maceta1,129.0,124.0,63.7,66.5,65.1,14.2,0.0191,13.7,48.1,1,0,0,
2026-07-06,15:12:26,maceta2,130.0,130.0,63.3,63.3,63.3,11.2,0.0128,8.8,62.0,0,0,0,
2026-07-06,16:12:31,maceta1,129.0,124.0,63.5,66.3,64.9,180.8,2.1096,13.7,48.1,1,0,0,
2026-07-06,16:12:31,maceta2,130.0,130.0,63.0,63.1,63.1,1600.4,1.106,8.9,61.1,1,0,0,
2026-07-06,17:12:37,maceta1,130.0,124.0,63.4,66.1,64.7,171.7,4.1995,13.7,48.1,1,0,0,
2026-07-06,17:12:37,maceta2,131.0,130.0,62.9,63.0,62.9,1615.4,3.2919,11.9,58.5,1,0,0,
2026-07-06,18:12:43,maceta1,130.0,125.0,63.1,65.8,64.5,162.9,6.2894,13.7,48.1,1,0,0,
2026-07-06,18:12:43,maceta2,131.0,131.0,62.7,62.9,62.8,1612.9,5.4786,12.1,58.8,1,0,0,
2026-07-06,19:12:48,maceta1,130.0,125.0,62.9,65.7,64.3,162.5,8.3788,13.7,48.1,1,0,0,
2026-07-06,19:12:48,maceta2,131.0,131.0,62.5,62.8,62.6,1555.4,7.6637,12.3,59.8,1,0,0,
2026-07-06,20:12:54,maceta1,131.0,126.0,62.7,65.4,64.0,162.5,10.4682,13.7,48.1,1,0,0,
2026-07-06,20:12:54,maceta2,132.0,131.0,62.3,62.5,62.4,1584.6,9.8472,12.4,56.4,1,0,0,
2026-07-06,21:12:59,maceta1,131.0,126.0,62.4,65.1,63.8,160.0,12.5578,13.7,48.1,1,0,0,
2026-07-06,21:12:59,maceta2,132.0,132.0,62.0,62.3,62.1,1541.2,12.0296,12.5,53.3,1,0,0,
2026-07-06,22:13:06,maceta1,132.0,126.0,62.2,65.0,63.6,155.4,14.6478,13.7,48.1,0,0,0,
2026-07-06,22:13:06,maceta2,132.0,132.0,61.9,62.0,61.9,1544.6,14.213,12.4,50.3,0,0,0,
2026-07-06,23:13:11,maceta1,132.0,127.0,62.1,64.7,63.4,0.0,14.6478,13.7,48.1,0,0,0,
2026-07-06,23:13:11,maceta2,133.0,133.0,61.7,61.8,61.7,0.0,14.213,10.2,57.6,0,0,0,
2026-07-07,00:13:17,maceta1,132.0,127.0,61.8,64.6,63.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-07,00:13:17,maceta2,133.0,133.0,61.5,61.6,61.5,0.0,0.0,9.6,56.2,0,0,0,
2026-07-07,01:13:22,maceta1,133.0,128.0,61.7,64.4,63.1,0.0,0.0,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-07,01:13:22,maceta2,133.0,133.0,61.3,61.4,61.4,0.0,0.0,9.3,54.1,0,0,0,
2026-07-07,02:13:28,maceta1,133.0,128.0,61.6,64.3,62.9,0.0,0.0,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-07,02:13:28,maceta2,134.0,134.0,61.2,61.2,61.2,0.0,0.0,9.1,53.3,0,0,0,
2026-07-07,03:13:33,maceta1,133.0,128.0,61.4,64.0,62.7,0.0,0.0,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-07,03:13:33,maceta2,134.0,134.0,60.9,61.0,60.9,0.0,0.0,8.9,52.8,0,0,0,
2026-07-07,04:13:39,maceta1,134.0,129.0,61.2,63.9,62.5,0.0,0.0,13.7,48.1,0,0,0,
2026-07-07,04:13:39,maceta2,135.0,134.0,60.6,60.9,60.8,0.0,0.0,8.7,52.9,0,0,0,
2026-07-07,05:13:44,maceta1,134.0,129.0,60.9,63.7,62.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-07,05:13:44,maceta2,135.0,135.0,60.5,60.7,60.6,0.0,0.0,8.5,53.4,0,0,0,
2026-07-07,06:13:50,maceta1,135.0,129.0,60.8,63.5,62.1,0.0,0.0,13.7,48.1,0,0,0,
2026-07-07,06:13:50,maceta2,128.0,135.0,64.2,60.5,62.4,0.0,0.0,8.4,52.6,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-07,07:13:55,maceta1,135.0,130.0,60.5,63.2,61.9,0.0,0.0,13.7,48.1,0,0,0,
2026-07-07,07:13:55,maceta2,136.0,135.0,60.1,60.4,60.3,0.0,0.0,8.4,52.6,0,0,0,
